"Código Departamento";"Nombre Departamento";"Código Municipio";"Nombre Municipio"
"25";"CUNDINAMARCA";"807";"TIBIRITA"
"25";"CUNDINAMARCA";"815";"TOCAIMA"
"25";"CUNDINAMARCA";"817";"TOCANCIPA"
"25";"CUNDINAMARCA";"823";"TOPAIPI"
"25";"CUNDINAMARCA";"839";"UBALA"
"25";"CUNDINAMARCA";"841";"UBAQUE"
"25";"CUNDINAMARCA";"843";"VILLA DE SAN DIEGO DE UBATE"
"25";"CUNDINAMARCA";"845";"UNE"
"25";"CUNDINAMARCA";"851";"UTICA"
"25";"CUNDINAMARCA";"862";"VERGARA"
"25";"CUNDINAMARCA";"867";"VIANI"
"25";"CUNDINAMARCA";"871";"VILLAGOMEZ"
"25";"CUNDINAMARCA";"873";"VILLAPINZON"
"25";"CUNDINAMARCA";"875";"VILLETA"
"25";"CUNDINAMARCA";"878";"VIOTA"
"25";"CUNDINAMARCA";"885";"YACOPI"
"25";"CUNDINAMARCA";"898";"ZIPACON"
"25";"CUNDINAMARCA";"899";"ZIPAQUIRA"
"27";"CHOCO";"001";"QUIBDO"
"27";"CHOCO";"006";"ACANDI"
"27";"CHOCO";"025";"ALTO BAUDO"
"27";"CHOCO";"050";"ATRATO"
"27";"CHOCO";"073";"BAGADO"
"27";"CHOCO";"075";"BAHIA SOLANO"
"27";"CHOCO";"077";"BAJO BAUDO"
"27";"CHOCO";"099";"BOJAYA"
"27";"CHOCO";"135";"EL CANTON DEL SAN PABLO"
"27";"CHOCO";"150";"CARMEN DEL DARIEN"
"27";"CHOCO";"160";"CERTEGUI"
"27";"CHOCO";"205";"CONDOTO"
"27";"CHOCO";"245";"EL CARMEN DE ATRATO"
"27";"CHOCO";"250";"EL LITORAL DEL SAN JUAN"
"27";"CHOCO";"361";"ISTMINA"
"27";"CHOCO";"372";"JURADO"
"27";"CHOCO";"413";"LLORO"
"27";"CHOCO";"425";"MEDIO ATRATO"
"27";"CHOCO";"430";"MEDIO BAUDO"
"27";"CHOCO";"450";"MEDIO SAN JUAN"
"27";"CHOCO";"491";"NOVITA"
"27";"CHOCO";"495";"NUQUI"
"27";"CHOCO";"580";"RIO IRO"
"27";"CHOCO";"600";"RIO QUITO"
"27";"CHOCO";"615";"RIOSUCIO"
"27";"CHOCO";"660";"SAN JOSE DEL PALMAR"
"27";"CHOCO";"745";"SIPI"
"27";"CHOCO";"787";"TADO"
"27";"CHOCO";"800";"UNGUIA"
"27";"CHOCO";"810";"UNION PANAMERICANA"
"41";"HUILA";"001";"NEIVA"
"41";"HUILA";"006";"ACEVEDO"
"41";"HUILA";"013";"AGRADO"
"41";"HUILA";"016";"AIPE"
"41";"HUILA";"020";"ALGECIRAS"
"41";"HUILA";"026";"ALTAMIRA"
"41";"HUILA";"078";"BARAYA"
"41";"HUILA";"132";"CAMPOALEGRE"
"41";"HUILA";"206";"COLOMBIA"
"41";"HUILA";"244";"ELIAS"
"41";"HUILA";"298";"GARZON"
"41";"HUILA";"306";"GIGANTE"
"41";"HUILA";"319";"GUADALUPE"
"41";"HUILA";"349";"HOBO"
"41";"HUILA";"357";"IQUIRA"
"41";"HUILA";"359";"ISNOS"
"41";"HUILA";"378";"LA ARGENTINA"
"41";"HUILA";"396";"LA PLATA"
"41";"HUILA";"483";"NATAGA"
"41";"HUILA";"503";"OPORAPA"
"41";"HUILA";"518";"PAICOL"
"41";"HUILA";"524";"PALERMO"
"41";"HUILA";"530";"PALESTINA"
"41";"HUILA";"548";"PITAL"
"41";"HUILA";"551";"PITALITO"
"41";"HUILA";"615";"RIVERA"
"41";"HUILA";"660";"SALADOBLANCO"
"41";"HUILA";"668";"SAN AGUSTIN"
"41";"HUILA";"676";"SANTA MARIA"
"41";"HUILA";"770";"SUAZA"
"41";"HUILA";"791";"TARQUI"
"41";"HUILA";"797";"TESALIA"
"41";"HUILA";"799";"TELLO"
"41";"HUILA";"801";"TERUEL"
"41";"HUILA";"807";"TIMANA"
"41";"HUILA";"872";"VILLAVIEJA"
"41";"HUILA";"885";"YAGUARA"
"44";"LA GUAJIRA";"001";"RIOHACHA"
"44";"LA GUAJIRA";"035";"ALBANIA"
"44";"LA GUAJIRA";"078";"BARRANCAS"
"44";"LA GUAJIRA";"090";"DIBULLA"
"44";"LA GUAJIRA";"098";"DISTRACCION"
"44";"LA GUAJIRA";"110";"EL MOLINO"
"44";"LA GUAJIRA";"279";"FONSECA"
"44";"LA GUAJIRA";"378";"HATONUEVO"
"44";"LA GUAJIRA";"420";"LA JAGUA DEL PILAR"
"44";"LA GUAJIRA";"430";"MAICAO"
"44";"LA GUAJIRA";"560";"MANAURE"
"44";"LA GUAJIRA";"650";"SAN JUAN DEL CESAR"
"44";"LA GUAJIRA";"847";"URIBIA"
"44";"LA GUAJIRA";"855";"URUMITA"
"44";"LA GUAJIRA";"874";"VILLANUEVA"
"47";"MAGDALENA";"001";"SANTA MARTA"
"47";"MAGDALENA";"030";"ALGARROBO"
"47";"MAGDALENA";"053";"ARACATACA"
"47";"MAGDALENA";"058";"ARIGUANI"
"47";"MAGDALENA";"161";"CERRO SAN ANTONIO"
"47";"MAGDALENA";"170";"CHIBOLO"
"47";"MAGDALENA";"189";"CIENAGA"
"47";"MAGDALENA";"205";"CONCORDIA"
"47";"MAGDALENA";"245";"EL BANCO"
"47";"MAGDALENA";"258";"EL PIÑON"
"47";"MAGDALENA";"268";"EL RETEN"
"47";"MAGDALENA";"288";"FUNDACION"
"47";"MAGDALENA";"318";"GUAMAL"
"47";"MAGDALENA";"460";"NUEVA GRANADA"
"47";"MAGDALENA";"541";"PEDRAZA"
"47";"MAGDALENA";"545";"PIJIÑO DEL CARMEN"
"47";"MAGDALENA";"551";"PIVIJAY"
"47";"MAGDALENA";"555";"PLATO"
"47";"MAGDALENA";"570";"PUEBLOVIEJO"
"47";"MAGDALENA";"605";"REMOLINO"
"47";"MAGDALENA";"660";"SABANAS DE SAN ANGEL"
"47";"MAGDALENA";"675";"SALAMINA"
"47";"MAGDALENA";"692";"SAN SEBASTIAN DE BUENAVISTA"
"47";"MAGDALENA";"703";"SAN ZENON"
"47";"MAGDALENA";"707";"SANTA ANA"
"47";"MAGDALENA";"720";"SANTA BARBARA DE PINTO"
"47";"MAGDALENA";"745";"SITIONUEVO"
"47";"MAGDALENA";"798";"TENERIFE"
"47";"MAGDALENA";"960";"ZAPAYAN"
"47";"MAGDALENA";"980";"ZONA BANANERA"
"50";"META";"001";"VILLAVICENCIO"
"50";"META";"006";"ACACIAS"
"50";"META";"110";"BARRANCA DE UPIA"
"50";"META";"124";"CABUYARO"
"50";"META";"150";"CASTILLA LA NUEVA"
"50";"META";"223";"CUBARRAL"
"50";"META";"226";"CUMARAL"
"50";"META";"245";"EL CALVARIO"
"50";"META";"251";"EL CASTILLO"
"50";"META";"270";"EL DORADO"
"50";"META";"287";"FUENTE DE ORO"
"50";"META";"313";"GRANADA"
"50";"META";"318";"GUAMAL"
"50";"META";"325";"MAPIRIPAN"
"50";"META";"330";"MESETAS"
"50";"META";"350";"LA MACARENA"
"50";"META";"370";"URIBE"
"50";"META";"400";"LEJANIAS"
"50";"META";"450";"PUERTO CONCORDIA"
"50";"META";"568";"PUERTO GAITAN"
"50";"META";"573";"PUERTO LOPEZ"
"50";"META";"577";"PUERTO LLERAS"
"50";"META";"590";"PUERTO RICO"
"50";"META";"606";"RESTREPO"
"50";"META";"680";"SAN CARLOS DE GUAROA"
"50";"META";"683";"SAN JUAN DE ARAMA"
"50";"META";"686";"SAN JUANITO"
"50";"META";"689";"SAN MARTIN"
"50";"META";"711";"VISTAHERMOSA"
"52";"NARIÑO";"001";"PASTO"
"52";"NARIÑO";"019";"ALBAN"
"52";"NARIÑO";"022";"ALDANA"
"52";"NARIÑO";"036";"ANCUYA"
"52";"NARIÑO";"051";"ARBOLEDA"
"52";"NARIÑO";"079";"BARBACOAS"
"52";"NARIÑO";"083";"BELEN"
"52";"NARIÑO";"110";"BUESACO"
"52";"NARIÑO";"203";"COLON"
"52";"NARIÑO";"207";"CONSACA"
"52";"NARIÑO";"210";"CONTADERO"
"52";"NARIÑO";"215";"CORDOBA"
"52";"NARIÑO";"224";"CUASPUD"
"52";"NARIÑO";"227";"CUMBAL"
"52";"NARIÑO";"233";"CUMBITARA"
"52";"NARIÑO";"240";"CHACHAGsI"
"52";"NARIÑO";"250";"EL CHARCO"
"52";"NARIÑO";"254";"EL PEÑOL"
"52";"NARIÑO";"256";"EL ROSARIO"
"52";"NARIÑO";"258";"EL TABLON DE GOMEZ"
"52";"NARIÑO";"260";"EL TAMBO"
"52";"NARIÑO";"287";"FUNES"
"52";"NARIÑO";"317";"GUACHUCAL"
"52";"NARIÑO";"320";"GUAITARILLA"
"52";"NARIÑO";"323";"GUALMATAN"
"52";"NARIÑO";"352";"ILES"
"52";"NARIÑO";"354";"IMUES"
"52";"NARIÑO";"356";"IPIALES"
"52";"NARIÑO";"378";"LA CRUZ"
"52";"NARIÑO";"381";"LA FLORIDA"
"52";"NARIÑO";"385";"LA LLANADA"
"52";"NARIÑO";"390";"LA TOLA"
"52";"NARIÑO";"399";"LA UNION"
"52";"NARIÑO";"405";"LEIVA"
"52";"NARIÑO";"411";"LINARES"
"52";"NARIÑO";"418";"LOS ANDES"
"52";"NARIÑO";"427";"MAGsI"
"52";"NARIÑO";"435";"MALLAMA"
"52";"NARIÑO";"473";"MOSQUERA"
"52";"NARIÑO";"480";"NARIÑO"
"52";"NARIÑO";"490";"OLAYA HERRERA"
"52";"NARIÑO";"506";"OSPINA"
"52";"NARIÑO";"520";"FRANCISCO PIZARRO"
"52";"NARIÑO";"540";"POLICARPA"
"52";"NARIÑO";"560";"POTOSI"
"52";"NARIÑO";"565";"PROVIDENCIA"
"52";"NARIÑO";"573";"PUERRES"
"52";"NARIÑO";"585";"PUPIALES"
"52";"NARIÑO";"612";"RICAURTE"
"52";"NARIÑO";"621";"ROBERTO PAYAN"
"52";"NARIÑO";"678";"SAMANIEGO"
"52";"NARIÑO";"683";"SANDONA"
"52";"NARIÑO";"685";"SAN BERNARDO"
"52";"NARIÑO";"687";"SAN LORENZO"
"52";"NARIÑO";"693";"SAN PABLO"
"52";"NARIÑO";"694";"SAN PEDRO DE CARTAGO"
"52";"NARIÑO";"696";"SANTA BARBARA"
"52";"NARIÑO";"699";"SANTACRUZ"
"52";"NARIÑO";"720";"SAPUYES"
"52";"NARIÑO";"786";"TAMINANGO"
"52";"NARIÑO";"788";"TANGUA"
"52";"NARIÑO";"835";"SAN ANDRES DE TUMACO"
"52";"NARIÑO";"838";"TUQUERRES"
"52";"NARIÑO";"885";"YACUANQUER"
"54";"NORTE DE SANTANDER";"001";"CUCUTA"
"54";"NORTE DE SANTANDER";"003";"ABREGO"
"54";"NORTE DE SANTANDER";"051";"ARBOLEDAS"
"54";"NORTE DE SANTANDER";"099";"BOCHALEMA"
"54";"NORTE DE SANTANDER";"109";"BUCARASICA"
"54";"NORTE DE SANTANDER";"125";"CACOTA"
"54";"NORTE DE SANTANDER";"128";"CACHIRA"
"54";"NORTE DE SANTANDER";"172";"CHINACOTA"
"54";"NORTE DE SANTANDER";"174";"CHITAGA"
"54";"NORTE DE SANTANDER";"206";"CONVENCION"
"54";"NORTE DE SANTANDER";"223";"CUCUTILLA"
"54";"NORTE DE SANTANDER";"239";"DURANIA"
"54";"NORTE DE SANTANDER";"245";"EL CARMEN"
"54";"NORTE DE SANTANDER";"250";"EL TARRA"
"54";"NORTE DE SANTANDER";"261";"EL ZULIA"
"54";"NORTE DE SANTANDER";"313";"GRAMALOTE"
"54";"NORTE DE SANTANDER";"344";"HACARI"
"54";"NORTE DE SANTANDER";"347";"HERRAN"
"54";"NORTE DE SANTANDER";"377";"LABATECA"
"54";"NORTE DE SANTANDER";"385";"LA ESPERANZA"
"54";"NORTE DE SANTANDER";"398";"LA PLAYA"
"54";"NORTE DE SANTANDER";"405";"LOS PATIOS"
"54";"NORTE DE SANTANDER";"418";"LOURDES"
"54";"NORTE DE SANTANDER";"480";"MUTISCUA"
"54";"NORTE DE SANTANDER";"498";"OCAÑA"
"54";"NORTE DE SANTANDER";"518";"PAMPLONA"
"54";"NORTE DE SANTANDER";"520";"PAMPLONITA"
"54";"NORTE DE SANTANDER";"553";"PUERTO SANTANDER"
"54";"NORTE DE SANTANDER";"599";"RAGONVALIA"
"54";"NORTE DE SANTANDER";"660";"SALAZAR"
"54";"NORTE DE SANTANDER";"670";"SAN CALIXTO"
"54";"NORTE DE SANTANDER";"673";"SAN CAYETANO"
"54";"NORTE DE SANTANDER";"680";"SANTIAGO"
"54";"NORTE DE SANTANDER";"720";"SARDINATA"
"54";"NORTE DE SANTANDER";"743";"SILOS"
"54";"NORTE DE SANTANDER";"800";"TEORAMA"
"54";"NORTE DE SANTANDER";"810";"TIBU"
"54";"NORTE DE SANTANDER";"820";"TOLEDO"
"54";"NORTE DE SANTANDER";"871";"VILLA CARO"
"54";"NORTE DE SANTANDER";"874";"VILLA DEL ROSARIO"
"63";"QUINDIO";"001";"ARMENIA"
"63";"QUINDIO";"111";"BUENAVISTA"
"63";"QUINDIO";"130";"CALARCA"
"63";"QUINDIO";"190";"CIRCASIA"
"63";"QUINDIO";"212";"CORDOBA"
"63";"QUINDIO";"272";"FILANDIA"
"63";"QUINDIO";"302";"GENOVA"
"63";"QUINDIO";"401";"LA TEBAIDA"
"63";"QUINDIO";"470";"MONTENEGRO"
"63";"QUINDIO";"548";"PIJAO"
"63";"QUINDIO";"594";"QUIMBAYA"
"63";"QUINDIO";"690";"SALENTO"
"66";"RISARALDA";"001";"PEREIRA"
"66";"RISARALDA";"045";"APIA"
"66";"RISARALDA";"075";"BALBOA"
"66";"RISARALDA";"088";"BELEN DE UMBRIA"
"66";"RISARALDA";"170";"DOSQUEBRADAS"
"66";"RISARALDA";"318";"GUATICA"
"66";"RISARALDA";"383";"LA CELIA"
"66";"RISARALDA";"400";"LA VIRGINIA"
"66";"RISARALDA";"440";"MARSELLA"
"66";"RISARALDA";"456";"MISTRATO"
"66";"RISARALDA";"572";"PUEBLO RICO"
"66";"RISARALDA";"594";"QUINCHIA"
"66";"RISARALDA";"682";"SANTA ROSA DE CABAL"
"66";"RISARALDA";"687";"SANTUARIO"
"68";"SANTANDER";"001";"BUCARAMANGA"
"68";"SANTANDER";"013";"AGUADA"
"68";"SANTANDER";"020";"ALBANIA"
"68";"SANTANDER";"051";"ARATOCA"
"68";"SANTANDER";"077";"BARBOSA"
"68";"SANTANDER";"079";"BARICHARA"
"68";"SANTANDER";"081";"BARRANCABERMEJA"
"68";"SANTANDER";"092";"BETULIA"
"68";"SANTANDER";"101";"BOLIVAR"
"68";"SANTANDER";"121";"CABRERA"
"68";"SANTANDER";"132";"CALIFORNIA"
"68";"SANTANDER";"147";"CAPITANEJO"
"68";"SANTANDER";"152";"CARCASI"
"68";"SANTANDER";"160";"CEPITA"
"68";"SANTANDER";"162";"CERRITO"
"68";"SANTANDER";"167";"CHARALA"
"68";"SANTANDER";"169";"CHARTA"
"68";"SANTANDER";"176";"CHIMA"
"68";"SANTANDER";"179";"CHIPATA"
"68";"SANTANDER";"190";"CIMITARRA"
"68";"SANTANDER";"207";"CONCEPCION"
"68";"SANTANDER";"209";"CONFINES"
"68";"SANTANDER";"211";"CONTRATACION"
"68";"SANTANDER";"217";"COROMORO"
"68";"SANTANDER";"229";"CURITI"
"68";"SANTANDER";"235";"EL CARMEN DE CHUCURI"
"68";"SANTANDER";"245";"EL GUACAMAYO"
"68";"SANTANDER";"250";"EL PEÑON"
"68";"SANTANDER";"255";"EL PLAYON"
"68";"SANTANDER";"264";"ENCINO"
"68";"SANTANDER";"266";"ENCISO"
"68";"SANTANDER";"271";"FLORIAN"
"68";"SANTANDER";"276";"FLORIDABLANCA"
"68";"SANTANDER";"296";"GALAN"
"68";"SANTANDER";"298";"GAMBITA"
"68";"SANTANDER";"307";"GIRON"
"68";"SANTANDER";"318";"GUACA"
"68";"SANTANDER";"320";"GUADALUPE"
"68";"SANTANDER";"322";"GUAPOTA"
"68";"SANTANDER";"324";"GUAVATA"
"68";"SANTANDER";"327";"GsEPSA"
"68";"SANTANDER";"344";"HATO"
"68";"SANTANDER";"368";"JESUS MARIA"
"68";"SANTANDER";"370";"JORDAN"
"68";"SANTANDER";"377";"LA BELLEZA"
"68";"SANTANDER";"385";"LANDAZURI"
"68";"SANTANDER";"397";"LA PAZ"
"68";"SANTANDER";"406";"LEBRIJA"
"68";"SANTANDER";"418";"LOS SANTOS"
"68";"SANTANDER";"425";"MACARAVITA"
"68";"SANTANDER";"432";"MALAGA"
"68";"SANTANDER";"444";"MATANZA"
"68";"SANTANDER";"464";"MOGOTES"
"68";"SANTANDER";"468";"MOLAGAVITA"
"68";"SANTANDER";"498";"OCAMONTE"
"68";"SANTANDER";"500";"OIBA"
"68";"SANTANDER";"502";"ONZAGA"
"68";"SANTANDER";"522";"PALMAR"
"68";"SANTANDER";"524";"PALMAS DEL SOCORRO"
"68";"SANTANDER";"533";"PARAMO"
"68";"SANTANDER";"547";"PIEDECUESTA"
"68";"SANTANDER";"549";"PINCHOTE"
"68";"SANTANDER";"572";"PUENTE NACIONAL"
"68";"SANTANDER";"573";"PUERTO PARRA"
"68";"SANTANDER";"575";"PUERTO WILCHES"
"68";"SANTANDER";"615";"RIONEGRO"
"68";"SANTANDER";"655";"SABANA DE TORRES"
"68";"SANTANDER";"669";"SAN ANDRES"
"68";"SANTANDER";"673";"SAN BENITO"
"68";"SANTANDER";"679";"SAN GIL"
"68";"SANTANDER";"682";"SAN JOAQUIN"
"68";"SANTANDER";"684";"SAN JOSE DE MIRANDA"
"68";"SANTANDER";"686";"SAN MIGUEL"
"68";"SANTANDER";"689";"SAN VICENTE DE CHUCURI"
"68";"SANTANDER";"705";"SANTA BARBARA"
"68";"SANTANDER";"720";"SANTA HELENA DEL OPON"
"68";"SANTANDER";"745";"SIMACOTA"
"68";"SANTANDER";"755";"SOCORRO"
"68";"SANTANDER";"770";"SUAITA"
"68";"SANTANDER";"773";"SUCRE"
"68";"SANTANDER";"780";"SURATA"
"68";"SANTANDER";"820";"TONA"
"68";"SANTANDER";"855";"VALLE DE SAN JOSE"
"68";"SANTANDER";"861";"VELEZ"
"68";"SANTANDER";"867";"VETAS"
"68";"SANTANDER";"872";"VILLANUEVA"
"68";"SANTANDER";"895";"ZAPATOCA"
"70";"SUCRE";"001";"SINCELEJO"
"70";"SUCRE";"110";"BUENAVISTA"
"70";"SUCRE";"124";"CAIMITO"
"70";"SUCRE";"204";"COLOSO"
"70";"SUCRE";"215";"COROZAL"
"70";"SUCRE";"221";"COVEÑAS"
"70";"SUCRE";"230";"CHALAN"
"70";"SUCRE";"233";"EL ROBLE"
"70";"SUCRE";"235";"GALERAS"
"70";"SUCRE";"265";"GUARANDA"
"70";"SUCRE";"400";"LA UNION"
"70";"SUCRE";"418";"LOS PALMITOS"
"70";"SUCRE";"429";"MAJAGUAL"
"70";"SUCRE";"473";"MORROA"
"70";"SUCRE";"508";"OVEJAS"
"70";"SUCRE";"523";"PALMITO"
"70";"SUCRE";"670";"SAMPUES"
"70";"SUCRE";"678";"SAN BENITO ABAD"
"70";"SUCRE";"702";"SAN JUAN DE BETULIA"
"70";"SUCRE";"708";"SAN MARCOS"
"70";"SUCRE";"713";"SAN ONOFRE"
"70";"SUCRE";"717";"SAN PEDRO"
"70";"SUCRE";"742";"SAN LUIS DE SINCE"
"70";"SUCRE";"771";"SUCRE"
"70";"SUCRE";"820";"SANTIAGO DE TOLU"
"70";"SUCRE";"823";"TOLU VIEJO"
"73";"TOLIMA";"001";"IBAGUE"
"73";"TOLIMA";"024";"ALPUJARRA"
"73";"TOLIMA";"026";"ALVARADO"
"73";"TOLIMA";"030";"AMBALEMA"
"73";"TOLIMA";"043";"ANZOATEGUI"
"73";"TOLIMA";"055";"ARMERO"
"73";"TOLIMA";"067";"ATACO"
"73";"TOLIMA";"124";"CAJAMARCA"
"73";"TOLIMA";"148";"CARMEN DE APICALA"
"73";"TOLIMA";"152";"CASABIANCA"
"73";"TOLIMA";"168";"CHAPARRAL"
"73";"TOLIMA";"200";"COELLO"
"73";"TOLIMA";"217";"COYAIMA"
"73";"TOLIMA";"226";"CUNDAY"
"73";"TOLIMA";"236";"DOLORES"
"73";"TOLIMA";"268";"ESPINAL"
"73";"TOLIMA";"270";"FALAN"
"73";"TOLIMA";"275";"FLANDES"
"73";"TOLIMA";"283";"FRESNO"
"73";"TOLIMA";"319";"GUAMO"
"73";"TOLIMA";"347";"HERVEO"
"73";"TOLIMA";"349";"HONDA"
"73";"TOLIMA";"352";"ICONONZO"
"73";"TOLIMA";"408";"LERIDA"
"73";"TOLIMA";"411";"LIBANO"
"73";"TOLIMA";"443";"MARIQUITA"
"73";"TOLIMA";"449";"MELGAR"
"73";"TOLIMA";"461";"MURILLO"
"73";"TOLIMA";"483";"NATAGAIMA"
"73";"TOLIMA";"504";"ORTEGA"
"73";"TOLIMA";"520";"PALOCABILDO"
"73";"TOLIMA";"547";"PIEDRAS"
"73";"TOLIMA";"555";"PLANADAS"
"73";"TOLIMA";"563";"PRADO"
"73";"TOLIMA";"585";"PURIFICACION"
"73";"TOLIMA";"616";"RIOBLANCO"
"73";"TOLIMA";"622";"RONCESVALLES"
"73";"TOLIMA";"624";"ROVIRA"
"73";"TOLIMA";"671";"SALDAÑA"
"73";"TOLIMA";"675";"SAN ANTONIO"
"73";"TOLIMA";"678";"SAN LUIS"
"73";"TOLIMA";"686";"SANTA ISABEL"
"73";"TOLIMA";"770";"SUAREZ"
"73";"TOLIMA";"854";"VALLE DE SAN JUAN"
"73";"TOLIMA";"861";"VENADILLO"
"73";"TOLIMA";"870";"VILLAHERMOSA"
"73";"TOLIMA";"873";"VILLARRICA"
"76";"VALLE DEL CAUCA";"001";"CALI"
"76";"VALLE DEL CAUCA";"020";"ALCALA"
"76";"VALLE DEL CAUCA";"036";"ANDALUCIA"
"76";"VALLE DEL CAUCA";"041";"ANSERMANUEVO"
"76";"VALLE DEL CAUCA";"054";"ARGELIA"
"76";"VALLE DEL CAUCA";"100";"BOLIVAR"
"76";"VALLE DEL CAUCA";"109";"BUENAVENTURA"
"76";"VALLE DEL CAUCA";"111";"GUADALAJARA DE BUGA"
"76";"VALLE DEL CAUCA";"113";"BUGALAGRANDE"
"76";"VALLE DEL CAUCA";"122";"CAICEDONIA"
"76";"VALLE DEL CAUCA";"126";"CALIMA"
"76";"VALLE DEL CAUCA";"130";"CANDELARIA"
"76";"VALLE DEL CAUCA";"147";"CARTAGO"
"76";"VALLE DEL CAUCA";"233";"DAGUA"
"76";"VALLE DEL CAUCA";"243";"EL AGUILA"
"76";"VALLE DEL CAUCA";"246";"EL CAIRO"
"76";"VALLE DEL CAUCA";"248";"EL CERRITO"
"76";"VALLE DEL CAUCA";"250";"EL DOVIO"
"76";"VALLE DEL CAUCA";"275";"FLORIDA"
"76";"VALLE DEL CAUCA";"306";"GINEBRA"
"76";"VALLE DEL CAUCA";"318";"GUACARI"
"76";"VALLE DEL CAUCA";"364";"JAMUNDI"
"76";"VALLE DEL CAUCA";"377";"LA CUMBRE"
"76";"VALLE DEL CAUCA";"400";"LA UNION"
"76";"VALLE DEL CAUCA";"403";"LA VICTORIA"
"76";"VALLE DEL CAUCA";"497";"OBANDO"
"76";"VALLE DEL CAUCA";"520";"PALMIRA"
"76";"VALLE DEL CAUCA";"563";"PRADERA"
"76";"VALLE DEL CAUCA";"606";"RESTREPO"
"76";"VALLE DEL CAUCA";"616";"RIOFRIO"
"76";"VALLE DEL CAUCA";"622";"ROLDANILLO"
"76";"VALLE DEL CAUCA";"670";"SAN PEDRO"
"76";"VALLE DEL CAUCA";"736";"SEVILLA"
"76";"VALLE DEL CAUCA";"823";"TORO"
"76";"VALLE DEL CAUCA";"828";"TRUJILLO"
"76";"VALLE DEL CAUCA";"834";"TULUA"
"76";"VALLE DEL CAUCA";"845";"ULLOA"
"76";"VALLE DEL CAUCA";"863";"VERSALLES"
"76";"VALLE DEL CAUCA";"869";"VIJES"
"76";"VALLE DEL CAUCA";"890";"YOTOCO"
"76";"VALLE DEL CAUCA";"892";"YUMBO"
"76";"VALLE DEL CAUCA";"895";"ZARZAL"
"81";"ARAUCA";"001";"ARAUCA"
"81";"ARAUCA";"065";"ARAUQUITA"
"81";"ARAUCA";"220";"CRAVO NORTE"
"81";"ARAUCA";"300";"FORTUL"
"81";"ARAUCA";"591";"PUERTO RONDON"
"81";"ARAUCA";"736";"SARAVENA"
"81";"ARAUCA";"794";"TAME"
"85";"CASANARE";"001";"YOPAL"
"85";"CASANARE";"010";"AGUAZUL"
"85";"CASANARE";"015";"CHAMEZA"
"85";"CASANARE";"125";"HATO COROZAL"
"85";"CASANARE";"136";"LA SALINA"
"85";"CASANARE";"139";"MANI"
"85";"CASANARE";"162";"MONTERREY"
"85";"CASANARE";"225";"NUNCHIA"
"85";"CASANARE";"230";"OROCUE"
"85";"CASANARE";"250";"PAZ DE ARIPORO"
"85";"CASANARE";"263";"PORE"
"85";"CASANARE";"279";"RECETOR"
"85";"CASANARE";"300";"SABANALARGA"
"85";"CASANARE";"315";"SACAMA"
"85";"CASANARE";"325";"SAN LUIS DE PALENQUE"
"85";"CASANARE";"400";"TAMARA"
"85";"CASANARE";"410";"TAURAMENA"
"85";"CASANARE";"430";"TRINIDAD"
"85";"CASANARE";"440";"VILLANUEVA"
"86";"PUTUMAYO";"001";"MOCOA"
"86";"PUTUMAYO";"219";"COLON"
"86";"PUTUMAYO";"320";"ORITO"
"86";"PUTUMAYO";"568";"PUERTO ASIS"
"86";"PUTUMAYO";"569";"PUERTO CAICEDO"
"86";"PUTUMAYO";"571";"PUERTO GUZMAN"
"86";"PUTUMAYO";"573";"LEGUIZAMO"
"86";"PUTUMAYO";"749";"SIBUNDOY"
"86";"PUTUMAYO";"755";"SAN FRANCISCO"
"86";"PUTUMAYO";"757";"SAN MIGUEL"
"86";"PUTUMAYO";"760";"SANTIAGO"
"86";"PUTUMAYO";"865";"VALLE DEL GUAMUEZ"
"86";"PUTUMAYO";"885";"VILLAGARZON"
"88";"SAN ANDRES";"001";"SAN ANDRES"
"88";"SAN ANDRES";"564";"PROVIDENCIA"
"91";"AMAZONAS";"001";"LETICIA"
"91";"AMAZONAS";"263";"EL ENCANTO"
"91";"AMAZONAS";"405";"LA CHORRERA"
"91";"AMAZONAS";"407";"LA PEDRERA"
"91";"AMAZONAS";430;"LA VICTORIA"
"91";"AMAZONAS";"460";"MIRITI - PARANA"
"91";"AMAZONAS";"530";"PUERTO ALEGRIA"
"91";"AMAZONAS";"536";"PUERTO ARICA"
"91";"AMAZONAS";"540";"PUERTO NARIÑO"
"91";"AMAZONAS";"669";"PUERTO SANTANDER"
"91";"AMAZONAS";"798";"TARAPACA"
"94";"GUAINIA";"001";"INIRIDA"
"94";"GUAINIA";"343";"BARRANCO MINAS"
"94";"GUAINIA";663;"MAPIRIPANA"
"94";"GUAINIA";"883";"SAN FELIPE"
"94";"GUAINIA";"884";"PUERTO COLOMBIA"
"94";"GUAINIA";"885";"LA GUADALUPE"
"94";"GUAINIA";"886";"CACAHUAL"
"94";"GUAINIA";887;"PANA PANA"
"94";"GUAINIA";888;"MORICHAL"
"95";"GUAVIARE";"001";"SAN JOSE DEL GUAVIARE"
"95";"GUAVIARE";"015";"CALAMAR"
"95";"GUAVIARE";"025";"EL RETORNO"
"95";"GUAVIARE";"200";"MIRAFLORES"
"97";"VAUPES";"001";"MITU"
"97";"VAUPES";"161";"CARURU"
"97";"VAUPES";"511";"PACOA"
"97";"VAUPES";"666";"TARAIRA"
"97";"VAUPES";"777";"PAPUNAUA"
"97";"VAUPES";"889";"YAVARATE"
